tweetid,timestamp,printname,screenname,verified,body,quotescreenname,quotetext,likes,retweets
1104193004548575232,5:31 PM - 8 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,".@girlscouts is how I first practiced how to change brake fluid, start a fire, practice self-defense, recreate the NASA Challenger mission, and v importantly: learn to teach myself new skills + navigate ambiguity. 

There’s a reason a large of Congresswomen are former scouts! https://twitter.com/Rachel_Aaron/status/1104174626085720070 …",Rachel_Aaron,Hearing that @AOC was in @girlscouts just confirms everything they always told us about scouting. It really does prepare girls for leadership! (It was also super fun and educational. I loved being a scout!),64757,9122
1104539487466471424,4:28 PM - 9 Mar 2019,TicToc by Bloomberg,tictoc,True,.@AOC answers @BillNye’s questions about climate change and how to counteract fear at #SXSW #tictocnews pic.twitter.com/JKL9l2xulo,,,8256,2531
1102934034416656386,,Batya Ungar-Sargon,bungarsargon,False,"How is it ""hurtful"" when the right thing is done for Jews just because it wasn't done elsewhere? Shouldn't that mean we work harder to condemn other forms of hurtful speech, not that we refrain when it's Jews? It's not a zero sum game. It's so disappointing to see it cast as such https://twitter.com/AOC/status/1102925532604391425 …",AOC,"One of the things that is hurtful about the extent to which reprimand is sought of Ilhan is that no one seeks this level of reprimand when members make statements about Latinx + other communities (during the shutdown, a GOP member yelled “Go back to Puerto Rico!” on the floor). …",1239,213
1067972969320697857,,Adam Rifkin 🐼,ifindkarma,False,"DAY 222 since President* Trump began forcibly separating children from families.

Trump’s orders have evolved from jailing children in cages to gassing children with chemical weapons.

Is there anything Trump WON’T do to children?

 https://twitter.com/stormresist/status/1066806875512102912?s=21 …https://twitter.com/hamillhimself/status/1066986047232516096?s=21 …",HamillHimself,"""Give me your tired, your poor, Your huddled masses yearning to breathe free, The wretched refuse of your teeming shore. Send these, the homeless, tempest-tossed to me, I lift my lamp beside the golden door!"" 
…",179,134
1111607259824570369,5:33 AM - 29 Mar 2019,Alexandria Ocasio-Cortez,AOC,True," Today’s morning jam: @TankandDaBangas’ Tiny Desk via @NPR 

Happy Friday everyone!  pic.twitter.com/4zA0COw1G5",,,15745,2164
1102035682468466688,6:39 PM - 2 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"I’m pretty heartbroken that there isn’t more denunciation of this outward and blatant expression of bigotry and Islamophobia by a state party.

IMO those who stood up against anti-Semitism a few weeks ago should also be calling out the Islamophobia here, too. https://twitter.com/CNNPolitics/status/1102026332848959489 …",CNNPolitics,Rep. Ilhan Omar blasts GOP over poster linking her with the 9/11 attacks  https://cnn.it/2EtYGQb   pic.twitter.com/a5wGqQkpVH,147541,32822
1102926730975682561,5:39 AM - 5 Mar 2019,Don Moynihan,donmoyn,True,also begs the question why Jim Jordan is not held to the same standard https://twitter.com/donmoyn/status/1102517293521743872 …,donmoyn,"This is the same sort of glib connecting of Jews, money, and political influence that led to a freshman Democrat being rebuked on all sides, but esp. by Kevin McCarthy & conservative media. Lets see if they respond the same way now that a senior…",2822,532
1109174650666446848,12:26 PM - 22 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"When I ran, the existing Dem tech was so obsolete that we developed our own canvassing app. It was so good it spun off into its own startup ( http://reach.vote ).

It’s a shame that innovative technologies proven to work at winning elections won’t be used by our party.https://twitter.com/FrankLuntz/status/1109115016383528962 …",FrankLuntz,This policy would’ve blacklisted anyone who worked on @AOC’s primary campaign last year.  https://twitter.com/allymutnick/status/1109106799670636544 …,26138,4932
1107725368981626882,12:28 PM - 18 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"When “centrists” care more about the GOP base than the Dem base, bigotry gets legitimized.

This is *the* playbook. GOP does it w/ virtually every Dem figure who isn’t a white male: otherize, demonize + splinter.

It’s vital that we adapt & dismantle this approach, not cow to it. https://twitter.com/DavidOAtkins/status/1107721283322540032 …",DavidOAtkins,"It's interesting to see centrists suddenly downplay or ignore the effects of racism, sexism and Fox News targeting when discussing @AOC's overall approval ratings.",33606,7296
1104225865871826944,7:42 PM - 8 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"In case you’re curious about where the sudden flood of bogus ethics “complaints” & fake “scandals” are coming from, GOP troll groups are filing a ton of random claims.

There’s already a dark-money operation aimed at me just 2 months into my job - happy #InternationalWomansDay! https://twitter.com/abalcerzak/status/1104030910188539905 …",abalcerzak,"There's a new hybrid super PAC ""Stop the @AOC PAC"" that registered with the @FEC yesterday. 
The treasurer is @DanBackerEsq, who advises a ton of political committees, including a handful of pro-@realDonaldTrump…",27546,7904
1104033195853459456,6:56 AM - 8 Mar 2019,Voto Latino,votolatino,True,"Celebrating all the inspiring mujeres in our lives on #InternationalWomansDay.

#DiaInternacionalDeLasMujeres pic.twitter.com/mwgEdkZ5yF",,,1407,299
1106951032322560002,9:11 AM - 16 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,This was the sweetest moment  Happy St. Patrick’s Day to all tomorrow!  https://twitter.com/nowthisnews/status/1106948991940481025 …,nowthisnews,.@AOC got serenaded by Irish American actor Malachy McCourt just in time for St. Patrick’s Day  pic.twitter.com/dAxPclHLVC,38848,4493
1103713942424219648,9:48 AM - 7 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Boycotting cookies that teach little girls leadership skills to own the libs  nice job

I’ll take 10  pic.twitter.com/CVFc0KJZum",,,122712,16459
1111343551458299909,12:05 PM - 28 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"One of the highlights of my day! Made me want an office pup 

Other highlights:
- The middle schoolers who visited me w/ well-researched Qs on climate policy
- Voting to rebuke trans military ban (it passed )
- The woman who visits my staff w/ cupcakes came by  (TY! ) https://twitter.com/pennstatetom/status/1111326441935958016 …",pennstatetom,".@RepAOC greets Luca, a 3-month-old pit bull mix, in Rayburn Building on Thursday, March 28th. Luca belongs to Will Shefelman from the office of @RepKathleenRice. @AOC  pic.twitter.com/OJW7Mvd1yD",36461,3952
1105618540156071937,4:56 PM - 12 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,Running to get a scam bank account opened in your name to own the libs  https://twitter.com/JohnRossBowie/status/1105615038834864132 …,JohnRossBowie,"I mean, ok, you have beef with @AOC ... so you’re rushing to defend Wells Fargo?!?!?",12844,1277
1105182775580213248,12:04 PM - 11 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Ok great, now talk about Reagan and:
- Iran-Contra +
- The gutting of our mental health system +
- The explosion of homelessness under his watch +
- The crack epidemic 

Maybe instead of insinuating I’ve never read a book, be open to the idea that we’ve read different ones. https://twitter.com/CraigSBPA/status/1105111155406790657 …",CraigSBPA,There is no evidence of @AOC  ever picked up a book on President Reagan. so she would not know he was the president who signed the order creating the Dr. Martin Luther King national holiday.  pic.twitter.com/n6Z1Js4gxg,113463,20004
1109157417932255232,11:18 AM - 22 Mar 2019,Jessica Ramos,jessicaramos,True,"Hey, @AQE_NY! Look who I ran into. @AOC and I know we need to #FundCFE now! Our children need the $4B they are owed to receive the best possible education. This is about educational equity and justice. pic.twitter.com/usmbAs92Ew",,,3926,600
1101218752220315648,12:33 PM - 28 Feb 2019,Alex Janin,AlexLJanin,True,"It's no secret @AOC has been breaking the mold in Congress. We asked her why. She said, ""when you decide that you want to be just brave it it opens up way more possibilities than trying to be perfect ever does.""

Check out our interview on @nowthisnews pic.twitter.com/B6uNNF5TJi",,,29382,6304
1111781453103353856,,MSNBC,MSNBC,False,"Live now on @MSNBC 

All In America: The Green New Deal with Rep. Ocasio-Cortez pic.twitter.com/M27KBa3gF4",,,3904,834
1111064929195487232,,Alexandria Ocasio-Cortez,AOC,False,"I see Betsy DeVos and the GOP are doubling down on their Anti-Everybody agenda by working to cut Fed funding for *the Special Olympics.*

The good news? You elected a House Dem majority, so we can halt it.

Now: who are your favorite disability advocates to follow? Share below  https://twitter.com/TwitterMoments/status/1110670248833769473 …",TwitterMoments,"Betsy DeVos faced sharp criticism after unveiling $18 million in proposed cuts to the Special Olympics program, which helps children and adults with disabilities.  https://twitter.com/i/events/1110654109718208512 …",57717,12114
1101904760272171008,9:59 AM - 2 Mar 2019,John Iadarola,johniadarola,True,"""We have to talk about climate as a social-justice issue, as an economic-justice issue and as an environmental issue. And we have a majority in the House, so why not swing for the fences?"" - @AOC on how to push for the Green New Deal",,,9485,1427
1104739676634705921,6:43 AM - 10 Mar 2019,Fabio Chiusi,fabiochiusi,True,"“We should not be haunted by the specter of being automated out of work. We should be excited by that. But the reason we’re not excited by it is because we live in a society where if you don’t have a job, you are left to die. And that is, at its core, our problem.” — @AOC https://twitter.com/verge/status/1104735412143173633 …",verge,"Alexandria Ocasio-Cortez says ""we should be excited about automation""  https://www.theverge.com/2019/3/10/18258134/alexandria-ocasio-cortez-automation-sxsw-2019?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter …  pic.twitter.com/vBwcFPHDu9",57665,15501
1102280263021838337,10:51 AM - 3 Mar 2019,Public Citizen,Public_Citizen,True,".@AOC: Do consumers ever explicitly consent to giving their data to you?

Equifax CEO: There is not consent by the consumer to give us the data.

AOC: So consumers own their data, but credit bureaus collect their information without their consent?

Equifax CEO: That’s correct. pic.twitter.com/KseNX9q6gZ",,,35505,10405
1112142006359392259,4:58 PM - 30 Mar 2019,Députée Obono,Deputee_Obono,True,"""The #YellowVests in France are the perfect example of what happens when you don't address economic & social justice in the same sweep as climate policy"". She freaking gets it ! @AOC #giletsjaunes #TransitionEcologique & justice sociale #GreenNewDeal https://www.msnbc.com/all-in/watch/the-case-for-the-green-new-deal-1468170819829 …",,,10640,2486
1100511209885962246,1:41 PM - 26 Feb 2019,Rubina Madan Fillion,rubinafillion,True,"Though @AOC, @SenWarren, and @SenSanders are portrayed as “leftist” candidates, their positions align with most Americans’:

60% support free college initiatives.
70% support a single-payer universal health care system.
61% back stricter gun control laws. https://interc.pt/2BSzItw ",,,21528,5284
1104061914265448449,8:50 AM - 8 Mar 2019,Jose A. Del Real,jdelreal,True,"AOC submitted a NYT article about the opioid crisis in the Bronx into the congressional record yesterday, during a House Oversight Committee meeting about the drug crisis in America. I wrote that piece in 2017. Read it here: https://www.nytimes.com/2017/10/12/nyregion/bronx-heroin-fentanyl-opioid-overdoses.html …",,,8344,1541
1110632516619247616,1:00 PM - 26 Mar 2019,Kyle Griffin,kylegriffin1,True,".@AOC: ""What McConnell's doing is that he’s trying to rush this bill to the floor without a hearing, without any markups ... — because he doesn’t want to save our planet. Because he thinks we can drink oil in 30 years when all our water is poisoned.” https://www.vox.com/2019/3/26/18281323/green-new-deal-democrats-vote …",,,14352,3433
1105198138053324801,1:05 PM - 11 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,And the beat goes on  https://twitter.com/dooley_dooley/status/1105193717789585409 …,dooley_dooley,+ vetoing of Anti-Apartheid Sanctions Act,4747,485
1108528835396550656,5:40 PM - 20 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,“How dare they refuse to say their name in a wrong accent & not mangle their own family name so that I can feel more comfortable instead of look inside myself & examine why something as small as *a person’s name* makes me uncomfortable in the first place?? This is an outrage!” https://twitter.com/IssamAhmed/status/1108524383491055616 …,IssamAhmed,Some pundits dislike it when people of color pronounce their own names correctly  https://twitter.com/AOC/status/1108523500279599106 …,60814,8365
1111386785165135872,2:57 PM - 28 Mar 2019,StudentDebtCrisis,DebtCrisisOrg,True,"“Our entire economy is slowing down due to the student loan crisis."" @AOC understands the urgency!  https://www.newsweek.com/alexandria-ocasio-cortez-student-loan-crisis-debt-houses-1371148?fbclid=IwAR1sjDdIuF-HWkTMzFKB6Z5K5OssDySlcCeZx5b9yojh3gd9_sQ9YChDZ8U …",,,9014,1796
1106339612514021381,4:41 PM - 14 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"GOP challenged me in committee, betting on an assumption that I didn’t know what I was talking about.

Spoiler: I knew what I was talking about.

Keep believing the patronizing trope about “not smart, but her heart’s in the right place.”

Makes em underprepare &not see us coming. https://twitter.com/DanteAtkins/status/1106312317178916868 …",DanteAtkins,This is @AOC just thrashing Mark Meadows here by citing section and subsection of the law being violated by the Executive Branch. I get the feeling that Meadows isn’t enjoying this minority thing too much.  https://twitter.com/owillis/status/1106299374693437445 …,80941,13936
1102346161921318912,3:13 PM - 3 Mar 2019,Ro Khanna,RoKhanna,True,"The U.S. will pay for climate change whether or not the Green New Deal is in place.

The question is: Will we invest in a bold plan to boost the economy or will we pay for the damage from intense hurricanes, floods, droughts, wildfires, sea level rise & ecological devastation.",,,21209,5172
1105111516523753472,7:21 AM - 11 Mar 2019,Jesse Ferguson,JesseFFerguson,True, pic.twitter.com/6TbLWqdHRk,,,26015,5453
1102427229835984896,8:35 PM - 3 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"I will have you know my tía was very upset that the ny post insulted her minivan 

If they saw how many goldfish snacks were in this thing they’d say I was killing the ocean too https://twitter.com/nypost/status/1102320953302966272 …",nypost,Ocasio-Cortez leaves parade in 17 mpg minivan — blocks from the subway  https://nyp.st/2TuMFUb   pic.twitter.com/7YeXyqgUhk,228226,24489
1103164872374845441,9:26 PM - 5 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"The way we reject the 0-sum idea that some communities win at the cost of others is by using opportunities to address issues intersectionally - to highlight that Antisemitism, Islamophobia, and all bigotry serve the same ends & that we prevent division by championing one another.",,,42735,7049
1108020712021868547,8:01 AM - 19 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"68% of all NYC public school students are Black or Latino.

To only have 7 Black students accepted into Stuyvesant (a *public* high school) tells us that this is a system failure.

Education inequity is a major factor in the racial wealth gap. This is what injustice looks like. https://twitter.com/elizashapiro/status/1107744299582660609 …",elizashapiro,"NEWS: Today, seven black students got into Stuyvesant High School, one of the most prestigious public schools in the nation, out of 895 offers. 

The grim statistics will raise pressure on NY's politicians to confront segregation…",65956,16969
1105610052872949762,4:22 PM - 12 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"With the way things are structured now, if the banks don’t care, no one cares.

They’re simply not incentivized to - no matter the damage to people, families, and the environment.

We mostly address issues after the damage is done. But we can’t afford that w/ climate.
 https://twitter.com/dmedin11/status/1105607447681646592 …",dmedin11,"As a reporter on #DAPL beat from beginning of protests, I often spoke to oil/gas industry people. When I would ask them how building pipelines was financially viable in an age of diminishing returns, none seemed to care. Because, as they told me, the banks financing them didn’t.  https://twitter.com/cspan/status/1105559308211798020 …",6587,1335
1111830569988575237,8:20 PM - 29 Mar 2019,Eric Holthaus,EricHolthaus,True,"""I'm stressed out all the time, but this is not supposed to be a comfortable job.""
-@AOC on fighting for a Green New Deal

Web-exclusive: Extra conversation with Rep. Alexandria Ocasio-Cortez https://www.msnbc.com/all-in/watch/aoc-on-the-green-new-deal-an-extended-conversation-with-msnbc-s-chris-hayes-1468154947968 …",,,5998,605
1102274775253204992,10:29 AM - 3 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,#GreenNewDeal sign spotting at this year’s St. Pat’s For All parade in Sunnyside!    pic.twitter.com/W660uyMo8P,,,19477,1911
1103446136067629059,4:03 PM - 6 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,Today’s  from Rep. @LaurenUnderwood: https://twitter.com/atrupar/status/1103336471170351106 …,atrupar,"REP UNDERWOOD: ""From what I've heard today, I'm not sure if DHS was so negligent they didn't know how traumatic family separation was for children, or if they knew & did it anyway. In my opinion both are unacceptable.""

…",28385,5338
1105591565911773184,,Alexandria Ocasio-Cortez,AOC,False,"This, right here, is a problem.

Institutions can engage in unlimited financing of fossil fuels, building unstable pipelines + reaping profits, but when the bill comes to clean up oil spills & fix damages - they can conveniently kick the can.

So, who will pay for climate change? https://twitter.com/cspan/status/1105559308211798020 …",cspan,".@RepAOC @AOC: ""So, hypothetically, if there was a leak from the Dakota Access Pipeline, why shouldn't Wells Fargo pay for the cleanup of it, since it paid for the construction of the pipeline itself?""

…",43633,11001
1103835746845241344,5:52 PM - 7 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"In case you saw the conspiracy theory running around, conservative groups have now taken to spamming us by filing bogus ethics complaints so that Fox News can report on “alleged,” untrue scandals.

This is how the misinformation machine works, folks. https://www.nbcnews.com/politics/politics-news/fact-check-did-ocasio-cortez-her-team-break-campaign-finance-n980121 …",,,44115,14734
1104066301708914694,9:08 AM - 8 Mar 2019,The Intercept,theintercept,True,"On Saturday, join our Senior Politics Editor @briebriejoy for a conversation with Rep. @AOC about identity, the race/class divide, and the future of progressive politics. Watch live starting at 6 p.m. ET on  http://theintercept.com . #AOCintercept pic.twitter.com/2Rn5ClQpxB",,,2046,404
1103728498248699904,10:45 AM - 7 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Just last week the @washingtonpost reported on a *$23 BILLION* racial funding gap in K-12 education. White school districts received $23b more than nonwhite districts.

Other systems:
- Mass Incarceration
- Banks targeting Black Americans before the housing crisis (via @guardian) https://twitter.com/scrowder/status/1103719992065998848 …",scrowder,Can you give me an example of systemic discrimination in the United States today?  https://twitter.com/AOC/status/1103160188742307841 …,38500,11088
1105283983024234497,6:46 PM - 11 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Whoah: the creepy org filing bogus ethics complaints against me just *actually* got hit with one of the biggest fines in FEC history.

They “took a $1.3 million donation from Chinese corporation—breaking federal law barring foreign interference in elections”(!!!) - @annalecta https://twitter.com/schwarz/status/1105281020675440642 …",schwarz,"Luke Thompson, the guy who kicked off the dumb campaign finance smears of @AOC, used to work for the Jeb! Super PAC Right to Rise USA.

Right to Rise was just hit with one of the biggest fines in FEC history for…",33003,7814
1103710917215338504,9:36 AM - 7 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,Apparently the answer is or close to: $0 https://twitter.com/SandhyaWrites/status/1103705729662443521 …,SandhyaWrites,.@AOC is asking ONDCP director Carroll how much the money is being transferred to the national public health emergency declared for the opioid epidemic compared to what has been proposed for the emergency declaration for the wall.,18032,3810
1101531205474742272,9:14 AM - 1 Mar 2019,John Iadarola,johniadarola,True,"""These are not questions of politics. These are questions of society. These are questions of equal treatment. These are questions of civil rights."" - @AOC on the stakes in opposing Donald Trump",,,6355,888
1105613682392870917,,Alexandria Ocasio-Cortez,AOC,False,"Actually, in NYC if you’re a bartender and knowingly over-serve to someone, you *ARE* liable for things they do after they leave the bar, because you knowingly put them at risk for $.

Its called the Dram Shop Act. It’s a big reason why bartenders cut people off. And it works. https://twitter.com/RodeoGirlsMarv/status/1105611817626136577 …",RodeoGirlsMarv,"So using her own logic... Hypothetically, if @AOC made a drink while bartending, then served it to a person, who then killed a family of 5 while driving drunk, she should then be held accountable for the incident, right? Bartenders beware, she could be coming after you next!! …",129262,20542
1105249544512651264,4:30 PM - 11 Mar 2019,SXSW,sxsw,True,Watch Representative Alexandria Ocasio-Cortez's (@AOC) conversation with @theintercept's Briahna Gray (@briebriejoy) at #SXSW 2019 here:  http://ow.ly/9z9T30o0uo6  pic.twitter.com/V9pPghhjEB,,,2484,557
1105530474917777409,11:06 AM - 12 Mar 2019,Public Citizen,Public_Citizen,True,"AOC: ""Should Wells Fargo be held responsible for the damages incurred by climate change due to the financing of fossil fuels?""

It’s incredibly satisfying to watch @AOC hold banking execs accountable for their outsized role in the climate crisis. pic.twitter.com/BQ8BAt9Y41",,,20290,4584
1104146481592832000,2:26 PM - 8 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Amount President Trump has transferred from other agencies to fund his ‘Build the Wall’ Emergency: $10s of millions, & has identified billions more.

 Amount he’s transferred to address the Opioid National Emergency: $0 https://twitter.com/cspan/status/1103711897201897479 …",cspan,".@RepAOC @AOC compares #OpioidCrisis to #SouthernBorder: ""So, we've got two emergencies, one is treated with an actual action and the other is just to raise awareness.""  pic.twitter.com/PhC1Y4gKbw",35402,10802
1107678226057494531,9:20 AM - 18 Mar 2019,Sara Nelson,FlyingWithSara,True,"Labor's popularity is on the rise, but states keep enacting anti-union laws. Why? Because wealthy donors keep pushing anti-worker policy. It won’t work. We’re going to disrupt that because people are coming together and understanding which side were on. https://jacobinmag.com/2019/03/labor-union-support-state-level-opinions …",,,4486,1141
1102235167723274240,7:51 AM - 3 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"The Post put the fact that I get into cars (while proposing a plan to invest in better car technology) on their front page 

Pack it up folks, the Pulitzer’s been decided. No one can rival this kind of hard-hitting journalism https://twitter.com/harrysiegel/status/1102229653241151488 …",harrysiegel,Quite the concern-trolling save-the-trees wood  pic.twitter.com/Q6ea1QgypA,133306,16670
1102639540869701634,10:38 AM - 4 Mar 2019,Elad Nehorai,PopChassid,True,"THREAD

I just spoke with @AOC and honestly, it's rare that I feel this inspired by a conversation.

The main takeaway was this: we are not going to be able to solve these generations-long discussions in one tweet or one call. 

What we can do is model how to talk about them.",,,16107,1618
1108451690817220610,12:34 PM - 20 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"JP Morgan agreed to pay out *$13 billion* over its massive role in mortgage schemes w the ‘08 recession.

They also finance major fossil fuel pipelines. It’s big money

So maybe they *aren’t* the best authority on prioritizing economic wellbeing of everyday people & the planet. https://twitter.com/justicedems/status/1108090034736058368 …",justicedems,"Jamie Dimon, CEO of JP Morgan, suggests @AOC and @SenMarkey's Green New Deal isn't 'intelligent' and then struggles to propose anything near the scale of what the climate crisis requires.  pic.twitter.com/9m9lApRjyw",33447,9105
1105660601827844097,7:43 PM - 12 Mar 2019,Clint Smith,ClintSmithIII,True,It's so infuriating that there's *so much money* in the world & still so many ppl living in poverty. Folks are really out here spending millions of dollars cheating their children into college while some ppl can't find food for their kids at night. It's all so profoundly immoral.,,,78332,19542
1111471016914677760,8:31 PM - 28 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"This week marked @cspan‘s 40th birthday, yet THEY are the ones giving US the gifts  https://twitter.com/cspan/status/1111274533862981635 …",cspan,"Look in the background during Interior Secretary Nominee David Bernhardt's opening statement.

Watch LIVE on C-SPAN3  https://cs.pn/2Wxa99d   pic.twitter.com/UiiaVfV8h2",38440,5466
1111798907800076288,6:14 PM - 29 Mar 2019,Mark Ruffalo,MarkRuffalo,True,   @AOC and @RepRoKhanna killed it on @allinwithchris. #AOCAllin https://twitter.com/allinwithchris/status/1111783485147107333 …,allinwithchris,".@AOC:""It really became clear from that experience that our issues our economic issues are systemic and they are not an accident,"" #AOCAllIn  pic.twitter.com/qdzoYQLybg",31594,4263
1108531934643347456,5:53 PM - 20 Mar 2019,Waleed Shahid,_waleedshahid,True,"The reason FOX News + Breitbart attack @AOC, @IlhanMN, @RashidaTlaib so much is because Rupert Murdoch and Robert Mercer want older, white voters to feel they have nothing in common with black & brown people who want to tax billionaires like them and provide health care to all.",,,20686,4405
1110670872937971713,3:32 PM - 26 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,3:20:29 https://m.youtube.com/watch?v=yj9QawZELDw …,,,3207,444
1108083568918564865,12:11 PM - 19 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,A poll tax by any other name... https://twitter.com/ajplus/status/1108079748809252864 …,ajplus,"Last year, Florida voters approved restoring voting rights to 1.5 million ex-felons.

A GOP-controlled House committee just approved a requirem…",75681,20483
1101982168853762049,3:06 PM - 2 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"When you’re trying to justify to yourself + others that we should ignore one of the greatest threats to humanity and imperil all children by denying, deflecting, and delaying action on climate change, you say ridiculous nonsense like this. https://twitter.com/atrupar/status/1101567946214854658 …",atrupar,".@tedcruz falsely claims Democrats ""want to kill all the cows.""  pic.twitter.com/XmvQhE0pi3",59372,13250
1102669162361565185,12:36 PM - 4 Mar 2019,Spectrum News NY1,NY1,True,"Why does @AOC respond to personal attacks on social media? She tells @errollouis that she wanted to ""break this fourth wall a little bit"" after seeing conspiracy theories that were ignored by politicians start to grow legs. #NY1Politics  http://ny1ne.ws/749Jhd?cid=twitter_NY1 … pic.twitter.com/q34ynnKXVO",,,10211,2034
1109210966661742592,2:51 PM - 22 Mar 2019,Nancy Pelosi,SpeakerPelosi,True,"Now that Special Counsel Mueller has submitted his report to the Attorney General, it is imperative for Mr. Barr to make the full report public and provide its underlying documentation and findings to Congress. #ReleaseTheReport pic.twitter.com/v1ROpZBqZJ",,,48322,14538
1105176592966402050,11:40 AM - 11 Mar 2019,The Intercept,theintercept,True,"Science guy @BillNye asked Rep. @AOC if she has a plan to work with people in Congress who are afraid of change.

“One of the keys to dismantling fear is dismantling a zero-sum mentality,” she explained. Watch her full interview at #SXSW:  https://interc.pt/2TGECnh  #AOCintercept pic.twitter.com/r2eg9EDM5k",,,3608,899
1103768482422890496,,Alexandria Ocasio-Cortez,AOC,False," Desperado
Sittin' in an old Monte Carlo/
Oh, dear desperado...
Yeah, I don't wanna be alone 

(To be fair, I’m not *totally* alone at this hearing. There are 10 Dems, 2 GOP here out of ~60 members). https://twitter.com/BartNaylor/status/1103749253523034115 …",BartNaylor,"Why is @aoc at consumer protection hearing, almost alone? Because she isn't raising money from large donors  pic.twitter.com/bZvQyCGq8X",40806,5859
1111783485147107333,5:13 PM - 29 Mar 2019,All In w/Chris Hayes,allinwithchris,True,".@AOC:""It really became clear from that experience that our issues our economic issues are systemic and they are not an accident,"" #AOCAllIn pic.twitter.com/qdzoYQLybg",,,20210,4741
1111357999879200768,1:02 PM - 28 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,Thank you @MartiGCummings for serving us #BabyShark smile realness today  https://twitter.com/MartiGCummings/status/1111321905099886592 …,MartiGCummings,"Here is BABY SHARK CHALLENGE video!!!

This is a fun video for kids to enjoy and parents to then go and click @AliForneyCenter  & @HetrickMartin to help LGBTQ…",2425,319
1101483762477617152,6:06 AM - 1 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Ayanna has too many incredible qualities to count, but the fact that she picked the name “A Team” for her staff is 

(We‘re still in the market for a clever team name!) https://twitter.com/AyannaPressley/status/1101329146830094341 …",AyannaPressley,I love this mashup but I’m re-framing it so you can get a glimpse of some of the women behind this woman. Grateful to my dedicated A team and the committee staff for the diligent preparation that went in to yesterday’s hearing #inthistogether #shinetheory …,28477,3061
1110966764400193536,11:08 AM - 27 Mar 2019,Climate Justice Alliance (CJA),CJAOurPower,True," “This is serious.” 

Happy to hear that @AOC is aligned with the frontline by moving the operationalizing of a #JustTransition. It’s time. Learn what we mean when we say that:  http://bit.ly/2S34yFw  https://twitter.com/briantylercohen/status/1110700996282343424 …",briantylercohen,Watch every second of this... @AOC is so incredibly spot on.  pic.twitter.com/ESP4dC5TTo,8958,1639
1106229683870449664,9:24 AM - 14 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,IMO what’s going on in the Wilbur Ross Oversight hearing right now is far more explosive than the Cohen hearing. https://twitter.com/AriBerman/status/1106182889572651010 …,AriBerman,"Wilbur Ross testifying before House today. He's already lied under oath about census citizenship question:

1. Said DOJ requested q when he did…",32984,8492
1106953015804731393,9:18 AM - 16 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"If you want to know what subconscious bias looks like, it’s a headline saying “AOC is underwater with every group EXCEPT women, nonwhites, and 18-34 year olds.”

So older, conservative white men are considered “everyone” and everyone else is discounted as an exception.

Cool   https://twitter.com/NumbersMuncher/status/1106562672491970562 …",,,129642,29073
1105286330299363328,,Alexandria Ocasio-Cortez,AOC,False,True. It’s been GOP vs. the people of the United States for almost my entire life https://twitter.com/timothypmurphy/status/1105219640777756672 …,timothypmurphy,extremely wild that Republicans have won the popular vote exactly once in AOC's lifetime,51731,7116
