tweetid,timestamp,printname,screenname,verified,body,quotescreenname,quotetext,likes,retweets
1104891609768968192,4:47 PM - 10 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Rep. Omar, a survivor of war, is one of the most effective voices right now at cutting through the authoritarian foreign policy tendencies of this administration.

She nails it here. You can see why she gets targeted  https://twitter.com/IlhanMN/status/1104865185595035649 …",IlhanMN,"Trump and Elliott Abrams cannot be trusted to tell the truth about what's happening in Venezuela.
 
We must continue to question the narratives they provide and promote dialogue…",52240,10049
1110667881539342337,3:20 PM - 26 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"The GOP’s climate delaying is costing us lives + destroying communities.

Iowa, Nebraska & many in the Midwest are catastrophically flooded right now, in one of the 1st major climate change disasters of 2019.

A #GreenNewDeal urges us to pursue a plan on the scale of the problem. https://twitter.com/esquire/status/1110630021687840769 …",esquire,"Meanwhile, the Green New Deal @AOC co-sponsored is making Republicans sweat.  http://esqr.co/U0r3KJR ",8354,1866
1101841278013267970,,Alexandria Ocasio-Cortez,AOC,False,"Mind you, the same small splinter group of Dems that tried to deny Pelosi the speakership, fund the wall during the shutdown when the public didn’t want it, & are now voting in surprise ICE amendments to gun safety legislation are being called the “moderate wing” of the party.",,,56015,10002
1101697228127854593,8:14 PM - 1 Mar 2019,Donna Brazile,donnabrazile,True,"This is unacceptable and wrong. We are better than this.

The ppl of #Minnesota voted for @IlhanMN to represent them in Washington. Agree to disagree. That civility. Anything else is simply another form of hate. https://twitter.com/thehill/status/1101665939400069120 …",thehill,Poster comparing Omar to terrorists causes fight to break out at West Virginia statehouse  http://hill.cm/vJEpaG2   pic.twitter.com/OMtGd7ym8A,19365,3977
1102286097135083526,11:14 AM - 3 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"You ran into one of the best parades in NYC: the St. Pat’s For All parade in Sunnyside, Queens!

This parade began as a demonstration for LGBTQ+ inclusion in St. Patrick’s Day festivities.

Launched by @Dromm25+activist Brendan Fay, St. Pat’s for All is a core tradition in NY14 https://twitter.com/annamoeslein/status/1102278772936638464 …",annamoeslein,Was on my usual coffee run when I ran into a parade with @AOC! Who knew she had the power to cure #sundayscaries too  pic.twitter.com/FRnsaXWuwU,11131,1295
1101465674117992449,4:54 AM - 1 Mar 2019,Cristian Farias,cristianafarias,True,"This is excellent: The backstory for the team effort behind @AOC’s sharp questioning of Michael Cohen. From @danielmarans and @PaulBlu. 

One takeaway: Her time is not consumed calling donors, so she has more time to prepare and do the people’s work. https://www.huffpost.com/entry/alexandria-ocasio-cortez-mastered-michael-cohen-testimony-preparation-staff_n_5c78605ee4b0de0c3fbf4eb9?ncid=engmodushpmg00000004 …",,,7020,1211
1101515196986769409,8:11 AM - 1 Mar 2019,Renato Mariotti,renato_mariotti,True,"There can be no question that Cohen testified that he engaged in a criminal conspiracy with Trump, Trump Jr., and Trump Organization CFO Allen Weisselberg.

How in the heck is this not huge news?",,,8425,1792
1104074835683102722,9:42 AM - 8 Mar 2019,Rep. Katie Porter,RepKatiePorter,True,"Yesterday, I joined my colleagues in introducing legislation to reauthorize #VAWA, the Violence Against Women Act. I was honored to do so during #WomensHistoryMonth and as we celebrate #InternationalWomensDay today. https://twitter.com/nowthisnews/status/1104064988136726530 …",nowthisnews,"‘The officer that arrived told me that if I called for protection again, my children would be taken away from me.’ — Reauthorizing the Violence Against Women Act  is deeply personal for Rep. @katieporteroc  pic.twitter.com/otfZCGpnlQ",12400,2715
1112100589788450816,,Alexandria Ocasio-Cortez,AOC,False,"The @DCCC’s new rule to blacklist+boycott anyone who does business w/ primary challengers is extremely divisive & harmful to the party.

My recommendation, if you’re a small-dollar donor: pause your donations to DCCC & give directly to swing candidates instead.

Some great ones:",,,39447,10295
1107676823616405505,9:15 AM - 18 Mar 2019,Kyle Griffin,kylegriffin1,True,"The House Judiciary Committee is planning on hosting a hearing in the coming weeks addressing the rise of white nationalism in the U.S. and the hate crime and hate speech surrounding the movement, two sources with direct knowledge tell The Daily Beast. https://trib.al/WbZh5xV ",,,9508,2607
1106411220352073728,9:26 PM - 14 Mar 2019,"Qasim Rashid, Esq.",QasimRashid,True,"The #NewZealandMosqueShooting hits very close to home for American Muslims. Why?

B/c New Zealand Terrorists:
•Admit 45 & American Right Wingers radicalized them
•Used same logos as Charlottsville Nazis
•Cite same white supremacy online hate as do American white supremacists",,,27923,10273
1108908752865054720,6:50 PM - 21 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"You know, instead of training children, teachers, houses of faith, & concertgoers to prep for being shot, we could just:

-Pass Universal Background checks (#HR8!)
-Disarm domestic abusers
-Mandate safe storage
-Ban bump stocks, semiautos, & high cap mags designed to kill people https://twitter.com/indystar/status/1108728860026142720 …",indystar,'It hurt so bad': Indiana teachers shot with plastic pellets during active shooter training  http://dlvr.it/R1Glqy   pic.twitter.com/nYJHSpMe9T,193495,52394
1111791711066439680,5:46 PM - 29 Mar 2019,Saikat Chakrabarti,saikatc,True,We knew climate change was happening in 1912! pic.twitter.com/eC2XkJR2LE,,,67964,20477
1111799574493085697,6:17 PM - 29 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Let’s debate, not debase.  https://twitter.com/MSNBC/status/1111794136330452994 …",MSNBC,"""Hey, that's unacceptable"": Rep. Ocasio-Cortez responds to audience member who called fmr. Rep. Inglis a ""moron"" during #AOCAllIn  pic.twitter.com/tcIQC1OtAa",46663,6457
1108091547642417152,12:43 PM - 19 Mar 2019,NowThis,nowthisnews,True,"Rather than shout down a heckler, @AOC invited them into her fight for equality pic.twitter.com/jJ3swBKcQV",,,7263,1355
1111056792203726848,5:05 PM - 27 Mar 2019,Ro Khanna,RoKhanna,True,The truth is that @BetoORourke @AOC @AyannaPressley or I may not have made it to Congress if the DCCC had these blackballing rules in place in previous cycles! https://twitter.com/RoKhanna/status/1111023031592333312 …,RoKhanna,We need to fight until the DCCC reverses it’s policy to stifle a competition of ideas and have an unfair restraint of trade. It’s a terrible policy and out of touch with voters.  https://theintercept.com/2019/03/27/progressive-caucus-slams-dccc-head-cheri-bustos-for-her-assault-on-primary-challengers/ …,8965,2009
1101638447750676482,4:20 PM - 1 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"What I love about this tweet is that it embodies something we desperately need right now: public imagination.

When we focus on imagining and debating new possibilities of what we want to accomplish, instead of relentlessly fixating on limitations, we build the will to do more. https://twitter.com/erinroseglass/status/1099429250979979265 …",erinroseglass,what if public libraries were open late every night and we could engage in public life there instead of having to choose between drinking at the bar and domestic isolation,76901,12779
1106666481608212481,2:20 PM - 15 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"The latest Freudian GOP conspiracy theory is that there’s a secret “guy who made me” + that my male chief is “actually” in charge ()

They got one thing right. There is a guy who made me.

My father.

And my Papa raised me to command my own destiny and put patriarchy in the  https://twitter.com/saikatc/status/1106329167002550272 …",saikatc,"The right-wing actually cannot believe that a working class latina like @AOC is smart, talented, and capable. They are creating entire conspiracy theories to try to disprove her intelligence. So here's some @AOC facts to show y'all just how good she is.  https://twitter.com/seanhannity/status/1105994476487655425 …",94657,13725
1105962526465032192,3:43 PM - 13 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Real answer: He’s threatened. Since #HR1 strengthens voting laws+starts to get money out of politics, it hurts his job prospects.

After all, who knows what could happen w/o the insane problems we see every Election Day?

We might actually get government that works #ForThePeople. https://twitter.com/cspan/status/1103397636160274432 …",cspan,"Q: ""Why is the #GreenNewDeal getting a vote in the Senate when #HR1 is not?""

@senatemajldr: ""Because I get to decide what we vote on.""  pic.twitter.com/3AMXoedktS",36056,9187
1104508604898557953,2:25 PM - 9 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Ah yes, because we‘ve all drawn upon the rich inspiration of American leaders who‘ve inspired a nation in crisis by saying, “No, You Can’t.” https://twitter.com/daveweigel/status/1104407543676252160 …",daveweigel,"Schultz criticizing Green New Deal for the provision about making every building energy efficient. ""That's a well-intentioned idea, but it's never gonna happen."" Crowd is dead silent.",55365,9413
1101831550126170113,,Alexandria Ocasio-Cortez,AOC,False,"Again, didn’t threaten a primary.

I was upset that 26 Dems forced the other 200+ to vote for a pro-ICE provision at the last min without warning.

Because I think an agency that pins children down + forcibly injects them w/ antipsychotic drugs shouldn’t be given more power. https://twitter.com/DavidRutz/status/1101827116520390656 …",DavidRutz,"Gottheimer upset with @AOC threats, calls her ""list"" Nixonian  https://www.washingtonpost.com/politics/centrist-democrats-push-back-against-partys-liberal-surge/2019/03/01/a6674430-3c38-11e9-a2cd-307b06d0257b_story.html?utm_term=.8045c22f7978#click=https://t.co/q5VqslFmxn …",59303,11391
1104853240942915585,2:15 PM - 10 Mar 2019,Elizabeth Maxwell,AboutElizabethM,True,"“Reject the logic that says someone else’s gain necessitates my loss, and that my gain must come at the cost of another person.” 
- @AOC, #SXSW",,,15678,2891
1106287817011986433,1:15 PM - 14 Mar 2019,Alexander Nazaryan,alexnazaryan,True,.@aoc v. Wilbur Ross. It does not go well (for him). pic.twitter.com/HijDk9toVX,,,8676,1183
1110700996282343424,,Brian Tyler Cohen,briantylercohen,False,Watch every second of this... @AOC is so incredibly spot on. pic.twitter.com/ESP4dC5TTo,,,243024,87821
1105511950631518213,9:52 AM - 12 Mar 2019,David Freedlander,freedlander,True,"“We cannot allow this to have credibility, because if people saw that she did it, then maybe others will come—and we cannot let other people like her run for office. We need to make an example out of her” https://www.vanityfair.com/news/2019/03/alexandria-ocasio-cortez-interview …",,,6701,1247
1112541049925353473,7:23 PM - 31 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"We got you, @JahanaHayesCT!

Your bravery and bright advocacy for Connecticut families on the floor of Congress deserves every bit of shine  https://twitter.com/JahanaHayesCT/status/1112540188486631424 …",JahanaHayesCT,Can’t thank my friend @AOC enough for helping me to reach my Q1 goal. We rise by lifting others. Onward!!  https://twitter.com/AOC/status/1112482073447727104 …,6252,756
1103998951227838469,4:40 AM - 8 Mar 2019,jodikantor,jodikantor,True,"When people say reparations are impossible, I think: well, I know someone who gets them. My grandmother. A Holocaust survivor, liberated almost 74 yrs ago. Gets a check every month from Germany. Has for decades. It's made a huge difference for her. https://nyti.ms/2Ckssqz ",,,26098,7452
1106621921955926016,11:23 AM - 15 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"I am so proud of NYC youth taking their future into their own hands today with a #ClimateStrike.

Young people around the world are beginning to launch climate walkouts to pressure their governments into acting on a real climate change plan for their lifetimes, now. https://twitter.com/nowthisnews/status/1106620075631673345 …",nowthisnews,YOUTH CLIMATE PROTESTS: Teens near Central Park in New York City as well as around the world are walking out of schools to call for more action on solving the climate crisis. The Youth #ClimateStrike was started by 16-year-old activist Greta Thunberg  https://twitter.com/i/broadcasts/1BRKjXZbodjJw …,35622,6842
1104222671536078850,7:29 PM - 8 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Best tacos in Austin? Asking for a friend.

(my friend is my barriga )",,,47666,2696
1105934413840506881,1:51 PM - 13 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Are you making the argument that the bondage, dehumanization, and enslavement of Africans as free labor for white landowners - a scheme upon which the American economy relied - equals good old-fashioned, free-market capitalism?

Because if so, I’m happy to consider your point. https://twitter.com/peterboykin/status/1105932446049157120 …",peterboykin,@AOC would make a good Frienemy  pic.twitter.com/DoWeYuYvsu,36681,6528
1101520884022546434,8:33 AM - 1 Mar 2019,Renato Mariotti,renato_mariotti,True,"Yes, and to be clear, all the @WSJ said is that Trump Jr. is not Executive-2. Cohen said that he thought Trump Jr. was Executive-2, presumably because Trump Jr. signed the check from Trump's trust.

That doesn't change Cohen's testimony that he conspired with Trump and his son.",,,1948,258
1105173477298974727,11:27 AM - 11 Mar 2019,Alexandria Ocasio-Cortez,AOC,True, https://www.marketwatch.com/story/tucker-carlson-offers-no-apology-for-saying-naughty-things-in-a-radio-interview-2019-03-11 …,,,6402,948
1101884281834614784,8:37 AM - 2 Mar 2019,Nancy Pelosi,TeamPelosi,True,"A picture is worth 1,000 words but @aoc, @IlhanMN, @JahanaHayesCT and Nancy on the cover of @RollingStone is worth millions of dreams to women and girls across America.

To them we say: know your power. Know your worth. Have a plan. And be ready. #WomensHistoryMonth pic.twitter.com/tCp84ixRw2",,,49438,11719
1105994467436388355,5:50 PM - 13 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Is Instagram still down? Bc after 2 months almost furnitureless in DC I am trying to take you all on the riveting adventure of getting: a chair 

(Also, if you had to start a new apt from scratch, what would be the first 5 pieces of furniture/items you would get? Asking for me)",,,65640,3237
1106956541020651520,9:33 AM - 16 Mar 2019,NowThis,nowthisnews,True,Rep. @AOC: Why is there more money for a fake crisis than for a real one? pic.twitter.com/MXaMSeqW3j,,,26715,7925
1105624996146302976,5:21 PM - 12 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"I guess college admissions isn’t that different from elections, where lots of money can buy your spot too.

Also an enviro where those who make it despite the odds are suspected to not have “earned” it, not truly belong, or assumed to not be able to perform at the same level. https://twitter.com/andizeisler/status/1105497549127860226 …",andizeisler,"Perhaps this is a good time to talk about all the perfectly legal ways the wealthy are both allowed and expected to manipulate college-admissions systems while teaching their children to disparage ""affirmative action""  https://twitter.com/yashar/status/1105493852578697217 …",70845,14932
1103026734751014913,12:17 PM - 5 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Cool cool - this is fine, totally acceptable and normal rhetoric; legitimized by the presence of members of Congress and the President. 

Let me guess: no apology is necessary here, because they’ve simply been “misunderstood.” https://twitter.com/VicBergerIV/status/1103009911955484672 …",VicBergerIV,Here’s @JerryFalwellJr threatening to shoot @AOC at @CPAC this past weekend.  pic.twitter.com/elYyijYGfD,98782,25275
1108042949449969666,9:30 AM - 19 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,#GreenNewDeal haters’ plan to address Climate Change: pic.twitter.com/ahuDXnxcDG,,,71657,11185
1111800246865141760,6:20 PM - 29 Mar 2019,Brian L Kahn,blkahn,True,"""40 years of free market solutions have not changed our position"" -@AOC on how climate change is the biggest market failure in human history #AOCAllIn pic.twitter.com/A9TuiAMVFD",,,24718,4725
1108903887254228993,6:31 PM - 21 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"When we choose NOT to establish healthcare as a right (including mental health!) it spills over + compounds the costs of homelessness, mass incarceration, & police confrontation.

None of these issues would be as dire or costly if we prioritized mental health in policy + culture. https://twitter.com/madinatoure/status/1108899798378270720 …",madinatoure,"“Calls to 911 reporting what the NYPD terms EDPs — ‘emotionally disturbed persons’ — have nearly doubled over the last decade, rising every year and in every precinct.”  http://nymag.com/intelligencer/amp/2019/03/special-report-nypds-mental-illness-response-breakdown.html …",22943,5772
1106303022030819333,2:16 PM - 14 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"We made serious cracks in the citizenship question case, which seriously threatens the Census.

You know the questioning is good when the GOP tries to challenge you into stopping, are unsuccessful, and an army of lawyers starts freaking out.

Chair @RepCummings saved the day. https://twitter.com/owillis/status/1106299374693437445 …",owillis,"the whole thing is much longer, but here's @AOC just absolutely pantsing wilbur ross. he tries to say she's out of time so he can't answer why his office broke the law. then @RepCummings says nah son, go ahead and answer and that sends his lawyers into…",46874,9687
1105445951039303680,5:30 AM - 12 Mar 2019,Greenpeace USA,greenpeaceusa,True,"Patrick Moore was not a co-founder of Greenpeace. He does not represent Greenpeace. He is a paid lobbyist, not an independent source. His statements about @AOC & the #GreenNewDeal have nothing to do with our positions.
  https://bit.ly/2Tf6LCA  pic.twitter.com/TfwtwYZ98R",,,36774,10975
1104464843594178562,11:31 AM - 9 Mar 2019,Heather C. McGhee,hmcghee,True,"ICYMI on ⁦@amjoyshow⁩, we went in on the GM plant closings and the promise of a #GreenNewDeal https://crooksandliars.com/cltv/2019/03/gnd-perfect-example-where-we-need …",,,929,185
1103848541443817472,6:42 PM - 7 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Paul Manafort getting such little jail time for such serious crimes lays out for the world how it’s almost impossible for rich people to go to jail for the same amount of time as someone who is lower income.

In our current broken system, “justice” isn’t blind. It’s bought. https://twitter.com/AriMelber/status/1103812490654302208 …",AriMelber,"Paul Manafort’s lenient 4-year sentence — far below the recommended 20 years despite extensive felonies and post-conviction obstruction — is a reminder of the blatant inequities in our justice system that we all know about, because they reoccur every week in courts across America",118892,30864
1107754508325670913,2:23 PM - 18 Mar 2019,Congresswoman Lori Trahan,RepLoriTrahan,True,"Happy Birthday, @cspan! https://twitter.com/cspan/status/1107718029742358529 …",cspan,"On March 19, 1979, the cable television industry started C-SPAN as a public service providing unfiltered, unbiased coverage of Congress and the nation’s politics. Forty years later we continue to be your unfiltered view of government. #cspan40  pic.twitter.com/F6TfEiOTrs",5288,453
1108308471525580800,3:05 AM - 20 Mar 2019,TIME,TIME,True,New Zealand Prime Minister Jacinda Ardern addressed a Christchurch school that lost students to the mosque shootings  http://mag.time.com/sZ5VJUU  pic.twitter.com/jFbz0ldZlh,,,26711,9002
1111373396695105536,2:04 PM - 28 Mar 2019,Elizabeth Warren,ewarren,True,BREAKING: We also had iced tea! https://twitter.com/AOC/status/1111369332448206848 …,AOC,BREAKING: We had labneh  https://twitter.com/GregJKrieg/status/1111338790906486786 …,77126,4874
1103050358518099968,1:51 PM - 5 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"As it should always be, this is about putting impacted communities first, centering their concerns, and ensuring that they have real say in a just, open process that lets the people whose lives will change ask real questions, get real answers, and have a seat at the table. https://twitter.com/J__Velasquez/status/1102614392749854720 …",J__Velasquez,"“We need to make sure that we’re not imposing things on communities. But that communities have the ability to determine for themselves what they’d like to bring in,” @AOC says of Amazon.  https://twitter.com/chrisychung/status/1102611638547550208 …",7005,1253
1109469491547779072,7:58 AM - 23 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,Gotta love how the same folks who tolerate+ acquiesce to building a medieval wall along the entire US southern border as a (non-evidence based) solution for a “crisis” that doesn’t exist are now suddenly concerned that pursuing a nat’l response to climate change is “unrealistic.”,,,113225,23393
1106628192889176065,11:48 AM - 15 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Obama was the first presidential candidate I ever voted for, at 18 years old.

The GOP has been calling Dems + healthcare policies socialist my entire voting-age life.

My rec is learn how to effectively counter the attack instead of running away every time they call us a name. https://twitter.com/tomperriello/status/1106626953119977479 …",tomperriello,"Centrists ignore clear evidence that GOP will label all Dems as Socialists, regardless of their actual votes and views.  pic.twitter.com/6Rr39UClXx",44456,7666
1102426119523979265,8:30 PM - 3 Mar 2019,Wab Kinew,WabKinew,True,"""What’s humorous to me is that we’re finally proposing a clear, ambitious, but necessary and grounded policy on the scale of the problem. And so it’s hard for the Republicans to refute the actual policy on its substance."" https://www.newyorker.com/news/daily-comment/alexandria-ocasio-cortez-is-coming-for-your-hamburgers …",,,9861,1636
1109228440308404224,4:00 PM - 22 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"These are flood risk maps for THIS YEAR. The time to have *already begun implementing* a #GreenNewDeal was a year ago.

The next best time is now.

It’s far less costly to get shovels in the ground now, before disaster, w just transitions, infra investment, & good,dignified jobs. https://twitter.com/EricHolthaus/status/1109221465033859072 …",EricHolthaus,"Pretty much every major body of water east of the Rockies is at elevated risk of flooding in the coming months.

NOAA: “This is shaping up to be a potentially unprecedented…",17172,5455
1112453744761995265,1:36 PM - 31 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"“3 Mexican Countries.”

Just a reminder that these are the same folks who assert their superiority by belittling the intelligence and good faith of others.
 https://www.washingtonpost.com/amphtml/arts-entertainment/2019/03/31/fox-news-host-apologizes-mexican-countries-chyron-it-never-should-have-happened/ … pic.twitter.com/CwINMXAarO",,,100623,24753
1102983802450780161,9:26 AM - 5 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"This is disappointing to see.

Just last week there was all this hubbub over an untrue mischaracterization that I was threatening primaries based on pro-ICE votes.

Yet there seems to be no problem at all with a zero-tolerance stance for simply asking about US foreign policy. https://twitter.com/YousefMunayyer/status/1102918993093029889 …",YousefMunayyer,"AIPAC activist tells NYT the lobby is coming for Congresswomen @AOC @RashidaTlaib and @IlhanMN 

“They are three people who, in my opinion, will not be around in several years.”

…",31755,7078
1101628936503611393,3:43 PM - 1 Mar 2019,NowThis,nowthisnews,True,"Rep. @AOC got Michael Cohen to answer key questions about the president’s shady tax record, opening the door for more investigations pic.twitter.com/rLADzp0ks0",,,9511,2059
1101514208636792832,8:07 AM - 1 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"Folks are trying to argue it, but it’s what happened. 

I am stating what transpired at the hearing, as reported by Rep. Khanna: https://twitter.com/reprokhanna/status/1100879197722025984?s=21 …",RepRoKhanna,I just got Michael Cohen to admit that @DonaldJTrumpJr is the second executive involved in this criminal conspiracy. Full remarks here   pic.twitter.com/cT9EzGeugA,9927,1674
1111664302811942912,"9:19 AM - 29 Mar 2019
        
      from Bronx, NY",MSNBC Public Relations,MSNBCPR,True,"The crowd lining up for @AOC’s special “All In: Green New Deal,” event with @ChrisLHayes in Bronx, New York! Tune into @allinwithchris tonight at 8pm ET to learn more about her Green New Deal proposal.  #AOCAllIn pic.twitter.com/nyzHw7162x",,,4809,812
1105522290270392320,,Alexis Goldstein 🔥,alexisgoldstein,False,"Watching @AOC watch questions of #WellsFargo CEO that people like me have dreamed of being asked from a Congressional hearing. From their culpability in caging children to their role in financing the Dakota Access pipeline.

Clip coming next...",,,1983,393
1105136642103410694,9:01 AM - 11 Mar 2019,Carlos Maza,gaywonk,True,"Media coverage of @AOC's Green New Deal has focused on ""strategy"" over substance: asking ""is it popular?"" instead of ""is it a good policy idea?""

That's called ""tactical framing,"" and it's making us more cynical about big policy ideas: pic.twitter.com/BCWtml3X46",,,16648,5423
1111785069805473798,5:19 PM - 29 Mar 2019,Ro Khanna,RoKhanna,True,"Literally, when I was at a town hall with ⁦⁦@chrislhayes⁩ & ⁦@AOC⁩ on the GND today, Trump signed a permit to start the construction of the Keystone XL pipeline. The difference in visions for our future could not be more stark. https://thehill.com/policy/energy-environment/436509-trump-signs-permit-to-jumpstart-delayed-construction-of-keystone-xl …",,,5742,1699
1109291405925601280,8:10 PM - 22 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,The #GreenNewDeal is a positive vision - a roadmap - for our future. https://twitter.com/justicedems/status/1109133491684417536 …,justicedems,"""If we're going to make progress, we need to declare our North Star, and our North Star is 100% renewable energy, it's Medicare-for-All, it's tuition-free public colleges, it's investing in technology and renewable resources"" -@AOC on her vision for America  pic.twitter.com/puQ9OTOq7r",28433,5134
1103051747059212290,1:56 PM - 5 Mar 2019,Scott Dworkin,funder,True,"BREAKING: NY State regulators issued a subpoena to the Trump Org’s insurance broker. Just days after Cohen implicated Trump in an insurance fraud scheme, exposed by @AOC’s line of questioning.",,,34446,7113
1101913708903759872,10:34 AM - 2 Mar 2019,Nydia M Velázquez,ReElectNydia,True,"I strongly oppose the proposed ban on the fusion voting system in NY. @NYWFP and @WorkingFamilies have been at the heart of many of New York's biggest progressive victories, and last year helped win historic Democratic gains. A fusion ban would only divide and weaken our movement",,,1594,296
1102284620299726849,11:08 AM - 3 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"According to the GOP, when poor + working people advocate for themselves, we shouldn’t listen bc they’re “irresponsible.”

Yet when higher incomes fight for working people,we shouldn’t listen bc they’re“hypocrites.”

How about we fight for the right thing bc it’s the right thing? https://twitter.com/JordanUhl/status/1102249336229060608 …",JordanUhl,"Conservatives won't be satisfied until @AOC is homeless, wearing only a wooden barrel with suspenders, and hitchhiking her way to Congress with her belonging strung up in a bindle.  pic.twitter.com/jjzCqKnjVd",74875,14773
1107702091764678658,10:55 AM - 18 Mar 2019,Engage Michigan,EngageMichigan,True,Auto insurance companies use credit scores to discriminate against low-income Michiganders. @RashidaTlaib wants that to change. https://bit.ly/2UHf6vD ,,,9582,1839
1109490843197628417,9:23 AM - 23 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"The GOP’s whole game of wasting votes in Congress to target others “on the record”, for leg they have no intent to pass, is a disgrace.

Stop wasting the American peoples’ time + learn to govern. Our jobs aren’t for campaigning, & that’s exactly what these bluff-votes are for. https://twitter.com/pkcapitol/status/1109447258041389057 …",pkcapitol,"Senate Republican show vote on GND is part of broader effort to elevate @AOC & new liberal stars. NRSC now tracks potential Senate candidates vote % with AOC just like Pelosi. 

…",17734,4284
1106397488376885248,8:31 PM - 14 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,Cheers for empathy  Thank you! https://twitter.com/abgutman/status/1106396330690269186 …,abgutman,"Today I saw a glimpse into @AOC’s mentions and let me tell you, it’s a lot. Someone hand the Congresswoman a drink!",12188,616
1106646755645579264,1:02 PM - 15 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,Agreed. We can’t not talk about it anymore. https://twitter.com/jonfavs/status/1106556575332757509 …,jonfavs,I would really like to hear our presidential candidates speak at length about the rise of white nationalism and extremism at home and abroad.,82022,11050
1108778782163456000,10:13 AM - 21 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"You know what’s amusing about this whole thing?

Our leg staff (who help w Qs) *also* worked in restaurants, grew up in Appalachian trailer parks, and come from immigrant families.

Wait until they find out I actually PAY them to do their jobs, coach them myself,& offer feedback. https://twitter.com/mmfa/status/1108715869105020930 …",mmfa,"Fox & Friends on Rep. Alexandria Ocasio-Cortez: ""Somebody's writing her questions ... there is some forces behind her."" 

""There has been some allegations she that was almost like the…",62294,10629
1105545630838112257,12:06 PM - 12 Mar 2019,Jeff Stein,JStein_WaPo,True,"Congress has until March 22 to prevent an additional ~700,000 citizens in Puerto Rico from also seeing avg cuts of 25% to their food stamp benefits. ~700,000 have seen these cuts already since they began last week https://twitter.com/AOC/status/1105543889115586560 …",AOC,"Each day that goes by where we turn our backs on Puerto Rico + Hurricane María, we are choosing to starve American people.

We are choosing to starve our own citizens, simply because of where…",5438,1894
1111760989333176321,3:44 PM - 29 Mar 2019,All In w/Chris Hayes,allinwithchris,True,".@AOC: ""How about we start by fully funding the pensions of coal miners in West Virginia?""

For more tune in tonight for our #AOCAllIn special event at 8 pm E.T pic.twitter.com/NkijoZWOLv",,,14615,3271
1111773222649950208,,Alexandria Ocasio-Cortez,AOC,False,"#GreenNewDeal Town Hall airs in 30 minutes! 8pm on MSNBC.

Here’s a sneak peek: https://twitter.com/allinwithchris/status/1111761845650640896 …",allinwithchris,".@AOC: ""Three thousand Americans died in Puerto Rico in the aftermath of Hurricane Maria. Where is our response?"" #inners…",22312,3792
1110544562857091073,7:10 AM - 26 Mar 2019,Alexandria Ocasio-Cortez,AOC,True,"We’re prepping for this week’s #GreenNewDeal Town Hall in the Bronx w/ @chrislhayes + @MSNBC!

What topics + questions would you like to see discussed on Friday? Let us know!  

Join us:  https://www.eventbrite.com/e/all-in-america-the-green-new-deal-with-rep-alexandria-ocasio-cortez-tickets-58026993299 … pic.twitter.com/0E9koqasrN",,,7390,1488
1104528030892986368,3:42 PM - 9 Mar 2019,Sara Nelson,FlyingWithSara,True,"If you're surprised to hear @AOC standing up for @MineWorkers pensions, don't be. She understands the importance of keeping our commitments to working people, and the #GND will ensure none of these communities get left behind. #TheyEarnedIt Miners’ Protection Act S. 27 and HR 935 https://twitter.com/daveweigel/status/1104524074129256449 …",daveweigel,"Interesting @AOC riff on how, while the New Deal prioritized whites, the Green New Deal would focus first on distressed people. ""We fix the pipes in Flint first. We fix the electrical grid in Puerto Rico first. And we fully fund the pensions of coal miners in West Virginia.""",7855,1290
